id,game_id,name,storyline,first_release_date,follow_count,hype_count,critic_rating_value,critic_rating_count,user_rating_value,user_rating_count
141387,165052,Hugo: Bukkazoom,"For unexplained reasons, Hugo, his family, and some of his best friends and worst enemies have been shrunk to the size of an aphid. They now drive through the world of aphids with carts.",2003-11-27 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
110589,45198,Hyper Street Fighter II: The Anniversary Edition,NULL,2003-12-22 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
71129,73162,I Spy Fantasy,NULL,2003-11-14 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
18020,67054,Ichigeki Sacchu!! HoiHoi-san,NULL,2003-11-27 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
66646,23800,Inside the Park Baseball,NULL,2003-12-19 00:00:00.000,NULL,NULL,60.0000,1,NULL,NULL
142652,92472,International Pool Championship,NULL,2003-11-28 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
173612,9578,Istaria: Chronicles of the Gifted,NULL,2003-12-05 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
52364,143745,Itch!,NULL,2003-12-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
37824,20410,Jack the Ripper,NULL,2003-12-31 00:00:00.000,NULL,NULL,64.0000,1,NULL,NULL
173983,1644,James Bond 007: Everything or Nothing,NULL,2003-11-17 00:00:00.000,10,NULL,79.8000,7,75.5375,30
193040,32597,Journey to the Center of the Earth,NULL,2003-11-13 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
85510,81425,Journey to the Center of the Earth: Gold Edition,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
138357,6485,Justice League: Chronicles,NULL,2003-11-12 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
179037,43424,Kamen Rider 555,NULL,2003-12-18 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
80803,61914,Kamen Rider: Seigi no Keifu,NULL,2003-11-27 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
176109,80460,Karaoke Revolution,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,70.0000,0
173019,194435,Karaoke Revolution Anime Song Selection,NULL,2003-12-18 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
97350,159199,Kim Possible: A Sitch in Time - Episode 1: Present,NULL,2003-11-28 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
97371,159200,Kim Possible: A Sitch in Time - Episode 2: Past,NULL,2003-11-28 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
97398,159201,Kim Possible: A Sitch in Time - Episode 3: Future,NULL,2003-11-28 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
68172,84259,Kirby Slide,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
34117,16705,KnightShift,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,50.0000,2
61774,198591,Knuckles Soccer,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
55330,49683,Koino no Kokoro Ikusei Game,NULL,2003-12-14 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
70060,49678,Konjiki no Gash Bell!! Unare! Yuujou no Zakeru 2,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
149283,70220,Kuma Uta,NULL,2003-11-20 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
50606,85233,Kutar Burger Factory,NULL,2003-12-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
89444,22283,Kya: Dark Lineage,NULL,2003-11-18 00:00:00.000,2,NULL,65.0000,2,NULL,NULL
6027,140655,Lara Croft: The Sun Obelisk,"The Sun Obelisk follows Lara’s attempts to find the forgotten Sun Obelisk, an artifact that grants special powers to anyone who has contact with. However, the map that was showing the location of the Sun Obelisk has been stolen by Lara’s former friend, Damian Strathairn. But Lara had a copy of that map.... and the adventure begins...",2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
93295,180239,Left To My Own Devices,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
152092,5901,Legacy of Kain: Defiance,"Defiance continues from where Soul Reaver 2 ended. In Soul Reaver 2, Kain saved Raziel's life by drawing the Soul Reaver from him - Raziel was meant to enter the blade and become its soul-devouring spectral half. This causes a paradox that changes time for the worse, and separates Kain and Raziel. 
 
Kain's part of the game follows him seeking Moebius the Time Streamer, a time traveling mystic for answers to where Raziel is, how he has changed time, and later following a lead Moebius gives him to explore a Vampire citadel. During his quest, Kain finds and completes a broken talisman of Vampire construct known as the Balance Emblem. Kain discovers murals during his quest dictating an ancient war between the first races to inhabit Nosgoth, the Ancient vampires and the Hylden. After sealing the Hylden in an alternate dimension using the Pillars of Nosgoth, the Hylden cursed the Ancients with blood-thirst, sterility and immortality, turning them into the first Vampires. Kain discovers from the murals that it was prophesied that both races would have a champion arise - a Vampire champion wielding the Soul Reaver, and a Hylden champion wielding a flaming sword. Because he possesses the material Soul Reaver depicted, Kain comes to believe he is the prophesied Vampire champion. The outcome of the battle between the two champions remains ambiguous.",2003-11-11 00:00:00.000,22,NULL,NULL,NULL,82.3042,51
149581,49669,Legend of Dynamic Goushouden: Houkai no Rondo,NULL,2003-11-24 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
85090,64453,Legend of Mulan,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
84217,210319,LEGO Orient Expedition: The Quest for the Golden Dragon,"It follows the Lego Adventures: Orient Expedition storyline, specifically during the final sets' (7419 Dragon Fortress) storyline. You switch between playing 3 characters: Johnny Thunder, Dr. Kilroy and Pippin Reed. You must explore the maze, guiding all three characters to the chamber at the top left corner of the fortress that holds the Dragon Fortress Statue. On the way, collect the golden sword, shield and helmet in order to unlock the secret of the Golden Dragon.",2003-12-31 00:00:00.000,NULL,1,NULL,NULL,NULL,NULL
136348,5902,Links 2004,NULL,2003-11-11 00:00:00.000,2,NULL,70.0000,2,NULL,NULL
71402,56805,Lion and the King 2,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
191730,10201,Lock On: Modern Air Combat,NULL,2003-11-20 00:00:00.000,NULL,NULL,84.0000,1,NULL,NULL
52831,35676,Locoland,NULL,2003-11-22 00:00:00.000,1,NULL,NULL,NULL,50.0000,2
185519,3979,Looney Tunes: Back in Action,NULL,2003-11-11 00:00:00.000,4,NULL,62.5000,2,59.6512,7
139432,19633,Lords of EverQuest,NULL,2003-12-01 00:00:00.000,3,NULL,50.0000,1,NULL,NULL
153626,170337,Lost Valley,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
38904,59329,Magatama,NULL,2003-11-20 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
20101,5907,Magic: The Gathering – Battlegrounds,NULL,2003-11-18 00:00:00.000,1,NULL,79.5000,2,NULL,NULL
47656,93300,Magische Kristalle,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
69739,52013,Manchester United Club Football,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
89342,21463,Manga Puzzle,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
195855,1971,Manhunt,"The game takes place in the gritty crime-infested Carcer City. The story opens with a female journalist reporting on the convict James Earl Cash, a criminal on death row who has supposedly been executed by lethal injection. Cash is awoken to the voice of a person coming from an earpiece, revealing that Cash was only sedated. Cash puts on the earpiece and the person, who refers to himself as ""The Director"", promises Cash his freedom before the night is over, but only if Cash follows the Director's instructions. Released in a dingy neighborhood, Cash is directed to slaughter his way through the streets, populated by a gang calling themselves The Hoods while the Director, watching through security cameras scattered throughout the city, repeatedly mentions the need to please the audiences, revealing his occupation as a snuff film director. However, despite the Director's promise of freedom, Cash is beaten and thrown into the back of a van by a group of mercenaries known as the Cerberus.

After his battle against the Hoods, he is also hunted by other violent gangs in various locations across the city. The gangs are organized by Ramirez, an ex-soldier and leader of the Wardogs, a gang of army veterans and experienced hunters. First, Cash is pitted against a gang of white supremacists known as The Skinz in a scrap yard. After that, faces off against Ramirez's Wardogs in an abandoned zoo where Cash has to save kidnapped members of his own family. Following the zoo encounter, Cash is forced to battle a gang of devil worshipers and perverts known as the The Innocentz in an abandoned mall. After retrieving a video tape in the mall and finding a VCR player, Cash witnesses his family being slaughtered by The Innocentz. Betrayed, Cash is forced to endure the humiliating task of escorting a drunken hobo through the hostile streets of East Los Albos. After finishing off the Innocentz in a derelict chemical factory, Cash takes on a gang of psychotics, known as The Smileys, who have taken over a mental asylum. Here, Cash survives the ending to the snuff film as planned by the Director. Consequently, the remaining Wardogs and Ramirez are hired to kill Cash. However, Ramirez and his gang are killed by Cash, and Cash quickly turns on the Director.

The Carcer City Police Department (CCPD), are working for the Director; the CCPD are ordered by the Director to re-capture or kill Cash. However, the journalist seen at the game's beginning encounters Cash and imparts that she is on a mission to expose the Director's snuff film industry and CCPD corruption, and that Cash is vital for this important task; the journalist also reveals the Director's name is Starkweather. Protecting her from the police, Cash manages to take the journalist safely to her apartment, but Cash himself is re-captured by Cerberus. Back at Starkweather's mansion, he is ordered to be killed by Cerberus. However, Piggsy, an insane, chainsaw-wielding man, who wears a pig's head as a mask and was kept chained up in Starkweather's attic, has broken free and slaughters the investigating Cerberus. This allows Cash to work his way through the garden and mansion, killing the Cerberus leader along the way. Cash finally reaches the upper levels of the mansion, where he and Piggsy stalk one another. Cash triumphs after luring Piggsy onto a trapdoor that collapses, and as Piggsy tries to hold on, Cash chainsaws Piggsy's hands off, sending Piggsy falling to his death. After hacking his way through the last of the Cerberus, Cash finally confronts Starkweather and despite his pleas, brutally disembowels and decapitates him with the chainsaw. Soon, the press turns up at the mansion with the journalist exposing Starkweather's snuff ring and the police's involvement in Starkweather's operations. Cash is nowhere to be found.",2003-11-18 00:00:00.000,46,NULL,71.6667,3,78.0888,141
56340,93035,Maniac Jackson and the Moonwalking Mindbenders,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
191107,3351,Mario & Luigi: Superstar Saga,NULL,2003-11-17 00:00:00.000,38,NULL,86.0000,1,87.2579,125
111456,2344,Mario Kart: Double Dash!!,NULL,2003-11-07 00:00:00.000,75,NULL,85.0000,3,83.3378,252
186082,2331,Mario Party 5,NULL,2003-11-10 00:00:00.000,16,NULL,50.0000,2,69.5543,51
22481,49698,Matantei Loki Ragnarok: Gensou no Labyrinth,NULL,2003-11-16 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
144986,3999,Medabots Infinity,NULL,2003-11-28 00:00:00.000,NULL,NULL,NULL,NULL,50.0000,2
141349,1317,Medal of Honor: Infiltrator,NULL,2003-11-17 00:00:00.000,2,NULL,74.5000,2,NULL,NULL
43089,1316,Medal of Honor: Rising Sun,NULL,2003-11-11 00:00:00.000,13,NULL,40.0000,1,66.4208,71
148980,71396,Mega Man Battle Network 4,NULL,2003-12-12 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
180570,1760,Mega Man Battle Network 4 Blue Moon,NULL,2003-12-14 00:00:00.000,3,NULL,68.0000,1,68.6046,11
159317,1759,Mega Man Battle Network 4 Red Sun,NULL,2003-12-12 00:00:00.000,1,NULL,NULL,NULL,67.8463,10
132921,9787,Mercedes-Benz World Racing,NULL,2003-12-31 00:00:00.000,NULL,NULL,60.0000,1,39.0000,3
159002,49691,Mermaid Melody: Pichi Pichi Pitch,NULL,2003-11-09 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
81761,4004,Metal Arms: Glitch in the System,NULL,2003-11-18 00:00:00.000,7,NULL,83.2500,5,70.1719,14
183989,1410,Metal Slug 5,"The laboratory developing the next generation of METAL SLUGs comes under attack and a data disk containing METAL SLUG secrets is seized.

Marco and Tarma are ordered to retrieve the disc and rush to track it down. Meanwhile, Eri and Fio, who are investigating the paramilitary organization Ptolemaic Army that is raiding historical ruins, succeed in tracking it down at an ancient ruin known as the ""Corridor of Fire."" They storm the site and attempt to overtake them, but they are repulsed by the natives and giant METAL SLUGs. This incident makes it clear that the enemy behind the pilfering of METAL SLUG secrets is the Ptolemaic Army.

The Government Forces decide to carry out a second assault on the ""Corridor of Flame"" using an elite force of PF Squad and S.P.A.R.R.O.W.S. members to retrieve the secrets and destroy the paramilitary organization!!

A special disc that contains deep and intricate secrets about the Metal Slug project is stolen by a mysterious group called the Ptolemaic Army, whose specialty lies from within archaeological excavation and espionage. Marco and Tarma of the Peregrine Falcon Strike Force follow in hot pursuit against the group and in the process are joined by Eri and Fio of SPARROWS. Together once more, the quartet investigate the shrouded objective of the Ptolemaic Army.",2003-11-13 00:00:00.000,12,NULL,50.0000,1,80.2009,57
144524,4007,Midway Arcade Treasures,NULL,2003-11-18 00:00:00.000,NULL,NULL,80.0000,2,69.0000,3
181222,209506,Mini Golf,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
90698,61214,Minna no Ouji-sama: The Prince of Everyone,NULL,2003-12-04 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
110347,49728,Minna no Soft Series: Hyokkori Hyoutan Shima,NULL,2003-12-21 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
13310,49727,Minna no Soft Series: Minna no Mahjong,NULL,2003-12-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
172194,49725,Minna no Soft Series: Shanghai,NULL,2003-12-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
26543,49724,Minna no Soft Series: Tetris Advance,NULL,2003-12-28 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
131540,4013,Mission: Impossible – Operation Surma,NULL,2003-12-02 00:00:00.000,1,NULL,51.7500,4,43.0000,3
167778,47568,MLB Slam!,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
97641,25097,Mojib-Ribbon,NULL,2003-11-20 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
146146,4015,Momotaro Dentetsu 12: Nishi Nihon-hen mo Ari Masse!,NULL,2003-12-11 00:00:00.000,NULL,NULL,NULL,NULL,25.0000,0
131792,4017,Monster 4x4: Masters of Metal,NULL,2003-11-25 00:00:00.000,NULL,NULL,30.0000,1,23.0000,0
131780,43630,Monster Rancher 4,NULL,2003-12-13 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
73781,190208,Moorhuhn Adventure: Der Schatz des Pharao,NULL,2003-12-15 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
342,92853,Moorhuhn Kart Extra,NULL,2003-12-31 00:00:00.000,NULL,1,NULL,NULL,NULL,NULL
4774,175917,MotoGP,NULL,2003-11-14 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
16067,3260,Muppets Party Cruise,NULL,2003-11-11 00:00:00.000,2,NULL,76.0000,1,25.0000,0
82284,72063,Mysterious Journey II,NULL,2003-11-25 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
188201,219416,Namco Arcade Classics,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
42638,91415,Narcolepsy,NULL,2003-12-27 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
107154,24289,Naruto: Clash of Ninja 2,NULL,2003-12-04 00:00:00.000,1,NULL,62.0000,1,66.4766,10
118614,24124,NBA Inside Drive 2004,NULL,2003-12-18 00:00:00.000,NULL,NULL,82.0000,2,NULL,NULL
145303,175918,NCAA Football 2004,NULL,2003-12-10 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
82309,5959,NCAA March Madness 2004,NULL,2003-11-17 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
76792,96,Need for Speed: Underground,NULL,2003-11-17 00:00:00.000,194,NULL,76.5000,2,84.0278,579
132847,191679,Nekketsu Kakutou Densetsu,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
157749,10593,Nemesis of the Roman Empire,"Nemesis of the Roman Empire is a real-time strategy role-playing game. Set during the Punic Wars, the player can take control of one of four nations: the Romans, the Gauls, the Carthaginians, and the Iberians.

Seeing the power and influence of Carthage, Roman legions were sent to Africa with orders to attack the rival city of Carthage, led by its general Hannibal.",2003-11-27 00:00:00.000,NULL,NULL,90.0000,1,70.0000,0
143299,75876,Neon Genesis Evangelion 2,NULL,2003-11-20 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
110495,27100,Neon Genesis Evangelion: Ayanami Raising Project with Asuka Supplementing Project,NULL,2003-12-11 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
155075,7682,New Star Soccer,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
90527,19215,New World Order,NULL,2003-12-31 00:00:00.000,NULL,NULL,45.0000,2,NULL,NULL
140117,45126,NHL Rivals 2004,NULL,2003-12-18 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
78284,61204,Nickelodeon Toon Twister 3D,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
30107,10224,Nightshade,"In Nightshade, the player plays as Hibana, a female counterpart to Shinobi‍ '​s Hotsuma. She is a government-employed ninja tasked with the elimination of members of the Nakatomi Corporation, which has unwittingly unleashed hellspawn upon futuristic Tokyo. She is also ordered to recover the shards of ""Akujiki"", the legendary cursed sword that Hotsuma used to seal the hellspawn the last time.",2003-12-04 00:00:00.000,1,NULL,60.6667,5,NULL,NULL
120296,78020,Ochakumi,"First you will have to find a bit of Ice Cream or Cake in the area. And well the perfect thing to wash down such a rich snack is a little tea. You will have to get to the tea ingredients after which the tea itself will appear in the office. Once you down the tea the level is over. However your co-workers and bosses want to see you being productive (What Rubbish!) If they run into you Ooe will lose one of three lives. 
 
Seeing as you are in your chair pushing the up arrow key will cause you to move in which ever way your back is facing via the pushing actions of your legs. When facing a wall you may press the space bar to quickly launch yourself backward, if you hit anyone they will be momentarily stunned.",2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
16201,71433,Ochakumi +,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
56997,14430,One Must Fall: Battlegrounds,NULL,2003-12-31 00:00:00.000,NULL,NULL,60.0000,1,NULL,NULL
133640,75752,One Piece: Grand Battle! 3,NULL,2003-12-11 00:00:00.000,NULL,NULL,NULL,NULL,61.0000,1
80849,126296,Onegai ☆ Teacher,NULL,2003-11-08 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
164759,10551,Onimusha: Blade Warriors,The story takes place months after the events in Onimusha 2 and 11 years before the events in Onimusha 3.,2003-11-27 00:00:00.000,2,NULL,76.0000,2,NULL,NULL
17218,27256,Online Bomberman,NULL,2003-12-31 00:00:00.000,2,NULL,NULL,NULL,NULL,NULL
18704,49319,Operation: Armored Liberty,NULL,2003-12-03 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
110332,5976,Otogi 2: Immortal Warriors,NULL,2003-12-25 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
145080,47311,Outlaw Golf: 9 More Holes of X-Mas,NULL,2003-12-15 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
163984,2052,OutRun 2,NULL,2003-12-13 00:00:00.000,3,NULL,80.0000,2,78.3923,6
145074,49318,Ozzy & Drix,NULL,2003-12-17 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
35829,43448,Pacific Warriors II: Dogfight!,NULL,2003-11-08 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
182922,4062,Pac-Man Vs.,NULL,2003-12-03 00:00:00.000,1,NULL,60.0000,2,74.0000,3
75597,115512,Pax Romana,NULL,2003-11-06 00:00:00.000,NULL,NULL,NULL,NULL,70.0000,0
55217,79149,Phantasy Star Online Episode I & II Plus,"Episode I begins as Pioneer II arrives at Ragol, attempting to land and begin colonizing the new planet. While preparing to land, a huge explosion rocks the surface of Ragol, causing all connection with the first colony down below, Pioneer I, to be lost. The Principal reaches out to the group of warriors called Hunters to go onto the surface and search for clues of what happened to Pioneer I, the colonists, and the Principal's daughter, Rico Tyrell. The player will make their way through four different areas of Ragol, Forest, Caves, Mines, and Ruins in search of what happened to Red Ring Rico and the cause of the mysterious explosion. 
 
After Episode I, the player is asked to help the government explore a recently found laboratory on Gal Da Val Island. After some training missions, you begin to explore the island, only to find mysterious voice capsules from Healthcliff Flowen, a military commander that the government had presumed dead. The player will travel through 7 different areas,Temple, Spaceship, Jungle, Mountain, Seaside, Central Control Area, and Seabed in search of the fate of Healthcliff Flowen and the mysterious plan begun by Dr. Osto.",2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,87.0000,2
116499,23329,Phantasy Star Online Episode III: C.A.R.D. Revolution,"In Phantasy Star Online Episodes I and II, the spaceship Pioneer 2 arrived at the uninhabited planet Ragol in hopes of colonization in response to the failing ecosystem of the home planet Coral. In Episode III, Pioneer 2 remains in orbit above Ragol, but still has not begun colonization. The inner strife of the government of Pioneer 2, which has since gained independence from Coral, in addition to the exploitation of the planet's resources prevent colonization. 
 
The government of Pioneer 2 also hopes to exploit ""the germ"", a mysterious substance discovered on the planet, which they use to power the newly developed ""C.A.R.D. technology"", which is used to store items such as weapons as cards and allow them to be used much more efficiently.[1] C.A.R.D. is an acronym for ""compressed alternate reality data"". The game can be played as either the ""Heroside"" or the ""Darkside"". The ""Heroside"" are government-appointed officials, who take orders from the government to explore, research, and capture the Arkz, an anti-government faction. The ""Darkside"" are the Arkz, founded by a man known only as Red. The Arkz try to intercept and destroy the government's plans for the exploitation of the planet. They also oppose the use of C.A.R.D. technology due to its unpredictability and the lack of complete understanding of the germ. They still, however, use a stolen version of the technology in order to be able to compete with Heroside. Both sides also search for the location of the ""Great Shadow"", which is believed to be the source of the germ. 
 
Within the two factions, each character has their own goals and aspirations, and playing as certain characters in battle will reveal different aspects of the story. When both sides of the story are completed, one after another, it is discovered that the government, while experimenting with the germ for clone technology, is attempting to create bio-soldiers with the genetic material of Red's deceased twin daughters. The final boss for Heroside is a rejected mutated clone of Pollux. The final boss for Darkside is a rejected mutated clone of the other twin, Castor. After completing the storylines and their boss battles, there is a final battle with the source of the germ, Amplam Umbra. Once the source is destroyed, Pioneer 2 finally lands on Ragol, and the colonization of the planet begins.",2003-11-27 00:00:00.000,1,NULL,NULL,NULL,74.0000,2
115404,66750,Piposh 3D: The Revolution,"Piposh is fired after performing weakly at a hotdog commercial. Meanwhile Mr. Shik wants to send a vase to the US, but the vase falls from the plane and is smashed to pieces across the country of ""Pozpozmijistan"" and Piposh must collecrt and piece together the vase fragments without Mr. Shik ever knowing something happened.",2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
195646,2725,Pokémon Colosseum,NULL,2003-11-21 00:00:00.000,21,NULL,NULL,NULL,69.9949,91
92310,144721,Pokémon Mini: Snorlax's Lunch Time,NULL,2003-12-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
129822,64033,Pokémon: Masters Arena,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
40900,137478,Police Quest: SWAT Generation,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
111300,8103,Powerpuff Girls Learning Challenge 2: Princess Snorebucks,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
143710,27250,Premier Manager 2003-04,NULL,2003-12-18 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
87989,212850,Prince of Persia: Harem Adventures,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
47796,3321,Project Gotham Racing 2,NULL,2003-11-17 00:00:00.000,10,NULL,93.0000,3,83.4357,19
53689,111321,PUZZLE MONKEY,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
157618,15129,Puzzle Pirates,NULL,2003-12-08 00:00:00.000,NULL,NULL,87.5000,2,50.0000,2
145220,4076,R: Racing Evolution,NULL,2003-11-27 00:00:00.000,NULL,NULL,59.6667,3,64.0000,3
138870,174128,Rammy No Daibouken Ⅱ,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
185185,1770,Ratchet & Clank: Going Commando,"Having defeated Chairman Drek in their last intergalactic adventure, Ratchet and Clank find themselves returning to a more sedate lifestyle. That is, until they are approached by Abercrombie Fizzwidget, the CRO of Megacorp, who needs the duo to track down the company’s most promising experimental project, which has been stolen by a mysterious masked figure. Initially, the mission seemed like a Sunday stroll in the park, but we soon find our heroes entangled in a colossal struggle for control of the galaxy. Along the way, the duo unleashes some of the coolest weapons and gadgets ever invented upon the most dangerous foes they have ever faced. Ratchet and Clanks set out to destroy anything and anyone who stands in their way of discovering the secrets that lie behind “The Experiment.”",2003-11-11 00:00:00.000,51,NULL,90.0000,2,81.3945,139
154237,203060,Rave Slaves,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
177433,193324,Rayman,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
81746,193326,Rayman 3,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
81868,193325,Rayman 3,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
79072,61654,Rayman 3: Hoodlum Havoc Print Studio,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
70170,193323,Rayman Ultimate,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
186887,36386,RC Cars,NULL,2003-12-11 00:00:00.000,NULL,NULL,NULL,NULL,56.3090,4
141525,215080,Red Faction,NULL,2003-12-10 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
146064,159004,Reksio i Ortografia,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
153019,85963,Reksio i Ufo,"Somewhere in a galaxy far away ... on a planet where a mole says goodnight ... a mysterious Curator builds a mighty egg with which he wants to conquer the entire universe ...

Meanwhile, Rex, after solving the mystery of the Pirate Treasury, returns home ... Here he learns that the hens from his yard have been abducted by UFOs ... Rex decides to save the hens and sets off in pursuit of the cosmic kidnappers.",2003-12-31 00:00:00.000,1,1,NULL,NULL,NULL,NULL
184616,972,Resident Evil Outbreak,"Resident Evil Outbreak takes place over five scenarios, ranging from the beginning of the outbreak to the moment when Raccoon City is destroyed by the United States government. You play one of eight ordinary citizens of Raccoon city attempting to survive the carnage caused by the T-Virus.",2003-12-11 00:00:00.000,12,NULL,70.0000,2,57.9748,37
64428,106670,Return of Egypt,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
176436,19184,Risk: Global Domination,NULL,2003-12-05 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
92247,110414,Rosso Rabbit in Trouble,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
164966,43556,RPG Maker II,NULL,2003-11-28 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
51238,144348,RTL Alarm für Cobra 11: Teil 2,NULL,2003-11-25 00:00:00.000,NULL,1,NULL,NULL,NULL,NULL
75459,6021,Rugby League,NULL,2003-12-09 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
104773,18541,Rush Hour,NULL,2003-12-31 00:00:00.000,NULL,NULL,60.0000,1,NULL,NULL
73085,63279,Saint Seiya Typing: Ryu Sei Ken,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
